siblings,height07,height16,height33,gwage33,momed,daded,LogWage33,female
5,49.999981,66.929123,67.322838,5.7032433,19,19,1.741035,0
2,49.999981,62.598392,63.385826,6.511579,10.5,,1.873582,1
,,,68.110237,6.9637837,,,1.9407229,0
2,47.992119,64.566902,66.141731,13.2,9.5,9.5,2.5802169,0
2,52.007839,,75.590553,14.285714,10.5,11.5,2.65926,0
4,50.984219,70.472443,72.440948,11.675675,,,2.4575076,0
5,44.015713,58.2677,59.448818,6.1642108,10.5,10.5,1.8187602,1
3,45.984222,62.992104,66.141731,6.9145947,10.5,10.5,1.9336344,0
4,49.015743,67.3228,71.653542,3.8461537,9.5,9.5,1.3470737,0
3,45.984222,,70.472443,6.5999999,9.5,9.5,1.8870696,0
10,45.984222,61.023594,64.566933,7.9200001,10.5,9.5,2.0693913,1
7,47.992119,64.960617,65.748032,8.333333,10.5,10.5,2.1202636,0
5,47.007847,66.929123,69.291336,10.810811,9.5,11.5,2.3805466,0
6,,,68.110237,6.2162161,,,1.8271614,0
2,47.992119,64.173195,65.748032,4.1666665,9.5,9.5,1.4271163,1
8,47.007847,68.110222,72.834648,13.26,,,2.5847521,0
8,47.007847,66.929123,68.897636,15,,,2.7080503,0
8,44.999985,64.960617,66.141731,8.4324322,12.5,9.5,2.1320853,0
4,,62.20472,62.598427,2.8030303,9.5,9.5,1.030701,1
3,47.992119,65.747993,66.535431,10.5,9.5,11.5,2.3513753,0
5,47.007847,63.779522,64.960632,6.4795241,12.5,,1.8686471,0
5,47.007847,62.20472,62.204723,6.810811,9.5,9.5,1.9185112,1
4,49.015743,69.291313,72.834648,7.7837839,,,2.0520425,0
2,44.999985,59.055119,59.842518,15.789474,,,2.7593434,1
,49.015743,,70.866142,9.7297297,10.5,9.5,2.2751861,0
4,,,59.448818,4.7368422,9.5,9.5,1.5553707,1
,,,72.440948,10.937142,,,2.3921645,0
4,49.015743,,71.259842,3.111892,9.5,9.5,1.1352309,0
2,49.015743,68.110222,69.291336,10.25,9.5,11.5,2.3272777,0
6,50.984219,67.716507,72.047241,18.162163,11.5,9.5,2.8993404,0
5,47.007847,62.992104,63.779526,5.8909087,9.5,11.5,1.7734103,1
3,47.992119,,61.811024,4.742857,,,1.5566397,1
3,49.999981,70.078728,72.834648,4.4736843,9.5,9.5,1.4982123,0
4,,,57.874016,7.1756759,,,1.9706969,1
4,,,59.055119,5.9027023,,,1.7754103,1
4,,,60.629921,3.9354839,9.5,9.5,1.3700339,1
4,47.992119,62.20472,69.291336,6.1904764,9.5,9.5,1.823012,0
4,45.984222,62.20472,71.259842,4.3589745,9.5,9.5,1.4722369,0
3,49.999981,,65.748032,11.885715,,,2.4753373,1
,49.999981,64.173195,64.960632,10.222222,10.5,10.5,2.324564,1
5,45.984222,59.842499,59.842518,2.575,9.5,9.5,.94584954,1
,47.992119,63.779522,70.866142,14.836364,,,2.6970811,0
3,49.015743,67.3228,71.259842,7.25,9.5,8.5,1.9810015,0
5,45.984222,62.598392,68.110237,9.333333,10.5,10.5,2.2335923,0
5,49.999981,68.897636,70.866142,6,10.5,9.5,1.7917595,0
6,,66.929123,68.503937,15.771428,10.5,9.5,2.7581999,0
5,47.992119,66.929123,68.897636,8,9.5,9.5,2.0794415,0
6,44.999985,,67.716537,6.6315789,10.5,10.5,1.891843,0
6,49.999981,64.173195,64.960632,4.8000002,,,1.5686159,1
6,47.007847,,70.078743,8.2857141,9.5,19,2.1145329,0
3,54.015739,68.110222,68.110237,8.9189186,13.5,13.5,2.1881747,1
,49.999981,,71.259842,8.75,9.5,9.5,2.1690538,0
4,49.015743,,70.078743,7.1428571,,,1.9661129,0
10,45.984222,65.747993,68.503937,3.3599999,9.5,6,1.2119409,0
5,49.015743,67.3228,68.897636,10.285714,9.5,9.5,2.3307559,0
,49.999981,,66.929131,14.666667,,,2.6855774,1
,47.992119,,71.259842,9.7297297,9.5,9.5,2.2751861,0
,,,70.078743,4.3023257,9.5,9.5,1.4591558,0
,47.992119,62.992104,63.779526,4.1600003,9.5,9.5,1.4255152,1
5,49.999981,,70.866142,13.028571,13.5,10.5,2.5671446,0
6,,66.535416,68.503937,17.5,9.5,11.5,2.862201,0
,,66.141708,66.535431,7.3846154,9.5,10.5,1.9993988,0
,49.015743,,69.291336,10.285714,11.5,9.5,2.3307559,0
7,52.007839,70.078728,73.228348,7.3333335,10.5,9.5,1.9924302,0
3,49.999981,66.141708,71.259842,12.923077,12.5,10.5,2.5590146,0
,47.992119,62.20472,63.779526,8.125,12.5,17,2.0949457,1
4,47.007847,,65.748032,14.4,,,2.6672282,0
,47.992119,,67.322838,5.7150002,10.5,9.5,1.7430943,1
,47.992119,,67.716537,4.6153846,9.5,9.5,1.5293952,0
3,47.992119,,70.078743,6.5,10.5,10.5,1.8718022,0
3,47.992119,66.535416,68.503937,10.066667,9.5,9.5,2.3092296,0
4,,70.078728,71.259842,9.8870268,9.5,9.5,2.2912235,0
,45.984222,,68.110237,3.3170731,,,1.1990829,0
,,58.661407,61.023621,4.9418607,9.5,9.5,1.597742,1
,47.992119,65.747993,67.716537,5.4461536,9.5,9.5,1.6949096,0
2,47.992119,,62.598427,7.6363635,9.5,9.5,2.0329216,1
,47.007847,,63.385826,9.6000004,,,2.2617631,0
6,49.015743,66.141708,72.440948,9.6000004,10.5,9.5,2.2617631,0
,47.007847,68.110222,69.291336,3.5714285,9.5,9.5,1.2729657,0
,,66.535416,68.503937,5.2941175,9.5,9.5,1.6665963,0
4,49.015743,63.385815,64.173225,6.5454545,9.5,9.5,1.8787708,1
4,47.007847,67.3228,69.685036,4.8936172,10.5,10.5,1.5879318,0
3,,,68.897636,12,13.5,12.5,2.4849067,0
,49.015743,,70.866142,17.775999,,,2.8778491,0
,,66.929123,68.897636,5,10.5,10.5,1.6094379,0
,,60.23621,68.110237,6.8571429,9.5,9.5,1.9252908,0
5,49.015743,68.897636,70.078743,9.4594593,10.5,9.5,2.2470152,0
,,,63.779526,8.9714289,,,2.1940451,1
,,,66.929131,3.8666666,13.5,12.5,1.3523928,1
6,47.992119,66.141708,71.259842,9,9.5,9.5,2.1972246,0
,47.992119,,61.417324,10.112432,10.5,10.5,2.3137655,1
3,52.007839,66.535416,68.110237,7.4276919,10.5,11.5,2.0052152,1
3,52.007839,71.653534,75.196854,5.5609756,9.5,9.5,1.7157736,0
,,66.929123,67.322838,6.2857141,,,1.8382795,0
4,49.015743,64.960617,71.653542,8.1599998,9.5,9.5,2.0992441,0
,44.015713,58.661407,59.055119,10,10.5,13.5,2.3025851,1
3,52.007839,67.3228,68.110237,4,9.5,9.5,1.3862944,1
4,49.999981,,70.472443,6.2399998,10.5,10.5,1.8309802,0
4,49.999981,,71.259842,6.3141818,11.5,10.5,1.8427982,0
,,67.716507,69.685036,3.6410255,10.5,10.5,1.2922654,0
,49.999981,68.110222,69.685036,8.7179489,10.5,,2.1653841,0
4,,72.44091,72.834648,5.5076923,12.5,10.5,1.7061458,0
3,50.984219,,66.929131,8.0571432,,,2.0865591,1
,50.984219,,65.748032,3.9705882,,,1.3789142,1
,49.015743,68.897636,73.228348,6.8571429,10.5,10.5,1.9252908,0
4,47.007847,63.385815,66.535431,5.5,9.5,9.5,1.704748,0
4,47.992119,66.929123,68.503937,96.521736,9.5,12.5,4.5697684,0
3,47.992119,64.960617,66.535431,5.6716418,,,1.7354786,0
4,49.015743,66.535416,73.228348,10.105263,,,2.3130565,0
,47.992119,65.747993,68.897636,9.6000004,9.5,9.5,2.2617631,0
6,,,70.472443,6,9.5,9.5,1.7917595,0
5,47.992119,,66.141731,5.7051425,10.5,9.5,1.7413679,0
,45.984222,,66.535431,7.7777777,13.5,9.5,2.0512707,0
5,47.992119,67.3228,67.716537,9.7222223,,,2.2744143,0
,,,68.110237,2.8461537,9.5,9.5,1.0459685,0
,49.999981,72.44091,73.228348,10.736842,10.5,10.5,2.3736811,0
3,49.999981,,71.259842,8.9189186,10.5,11.5,2.1881747,0
,,64.960617,65.354332,11.111111,11.5,9.5,2.4079456,0
5,49.999981,64.173195,64.566933,8.4324322,10.5,,2.1320853,1
4,47.992119,64.566902,65.354332,11.16279,9.5,9.5,2.412586,1
8,47.992119,,63.385826,2.9749999,9.5,9.5,1.0902441,1
2,45.984222,66.929123,68.110237,5.5405407,9.5,9.5,1.712092,0
9,44.015713,,61.417324,7.1428571,,,1.9661129,1
2,52.007839,65.747993,68.110237,17.647058,11.5,12.5,2.8705692,1
,49.015743,,65.748032,10.148572,,,2.317333,0
3,49.999981,,66.141731,4.9362164,,,1.5965991,1
5,45.984222,63.779522,65.354332,8.2051287,9.5,9.5,2.1047595,0
2,49.015743,,62.598427,8.6842108,,,2.1615064,1
4,49.015743,,70.866142,10.9375,9.5,12.5,2.3921974,0
3,,,71.653542,5.5714288,9.5,9.5,1.7176515,0
,,61.417301,63.385826,7.5555553,,,2.0222831,0
3,49.999981,71.259819,72.047241,8.25,9.5,9.5,2.1102133,0
,47.992119,,65.748032,6.4864864,,,1.8697211,1
7,52.992115,74.015717,75.590553,8,9.5,9.5,2.0794415,0
3,,,74.409447,4.5,,,1.5040774,0
4,49.015743,62.20472,63.779526,4.4246154,11.5,11.5,1.4871833,1
7,,62.598392,64.173225,4.1964288,9.5,9.5,1.4342339,0
5,49.015743,66.141708,68.897636,3.8543999,17,19,1.3492154,0
5,49.015743,68.503929,70.472443,15.84,17,19,2.7625384,0
3,49.015743,68.503929,69.291336,10.810811,9.5,9.5,2.3805466,0
4,49.999981,72.44091,73.228348,9.9574471,17,19,2.2983208,0
,49.015743,,64.960632,5.2777777,,,1.6635051,1
4,49.999981,66.535416,69.685036,4.875,9.5,10.5,1.5841202,0
5,,,72.047241,10.285714,11.5,10.5,2.3307559,0
2,47.992119,64.173195,64.960632,3.8181818,12.5,9.5,1.3397744,1
4,49.999981,64.173195,66.929131,5.6410255,9.5,9.5,1.7300659,0
5,47.992119,,71.259842,12.410256,9.5,9.5,2.5185232,0
3,,,68.110237,10,,,2.3025851,0
4,47.992119,64.960617,65.748032,11,9.5,9.5,2.3978953,1
,44.999985,64.960617,66.929131,5.6052632,,9.5,1.723706,0
5,42.992088,60.629921,61.417324,8.5106382,17,9.5,2.1413169,1
4,49.999981,67.716507,74.015747,6.9230771,10.5,9.5,1.9348603,0
7,47.007847,,68.110237,77.837837,9.5,9.5,4.3546276,0
4,47.992119,62.992104,63.385826,8.1081085,9.5,9.5,2.0928645,1
5,47.992119,68.503929,72.047241,5.4545455,9.5,9.5,1.6964493,0
6,49.015743,,72.440948,9.7714281,9.5,9.5,2.2794626,0
3,49.999981,67.716507,69.685036,4.4181819,9.5,9.5,1.4857283,0
3,49.015743,62.992104,63.779526,6.48,9.5,9.5,1.8687205,1
4,49.015743,68.503929,70.472443,4.7222223,9.5,9.5,1.5522795,0
6,49.015743,63.385815,63.385826,7.5789475,9.5,9.5,2.0253744,1
5,47.992119,68.897636,69.291336,8.1081085,9.5,9.5,2.0928645,0
6,45.984222,64.960617,67.322838,12.324325,9.5,9.5,2.511575,0
8,44.999985,,67.716537,11.666667,9.5,9.5,2.4567358,0
2,44.015713,66.141708,66.141731,12.128,9.5,9.5,2.4955168,1
3,47.992119,68.503929,69.685036,3.5555556,10.5,10.5,1.2685113,0
3,45.984222,63.385815,63.385826,6.6315789,,,1.891843,1
,49.999981,71.259819,75.196854,6,10.5,9.5,1.7917595,0
,49.999981,,72.047241,8.5,,,2.1400661,0
3,49.015743,,70.078743,10.5,,,2.3513753,0
5,47.992119,64.960617,65.354332,3.6713512,10.5,9.5,1.3005598,1
3,47.007847,66.535416,68.110237,6.5,11.5,11.5,1.8718022,0
,45.984222,,61.811024,6.3261538,,,1.8446925,1
5,44.999985,,69.685036,7.5789475,9.5,9.5,2.0253744,0
4,47.992119,64.960617,67.716537,78.947365,9.5,9.5,4.3687816,0
4,45.984222,,61.417324,4,10.5,10.5,1.3862944,1
5,44.999985,59.055119,67.322838,7.3947368,9.5,9.5,2.0007684,0
3,47.992119,62.20472,63.385826,4.2249999,10.5,9.5,1.4410193,1
6,,,72.834648,6.3829789,11.5,10.5,1.853635,0
4,49.015743,,70.078743,6.48,,,1.8687205,0
5,44.999985,65.747993,70.078743,80,9.5,9.5,4.3820267,0
5,52.007839,70.866112,73.228348,5.9459457,8.5,10.5,1.7827096,0
7,47.007847,61.811012,69.685036,2.5306122,9.5,10.5,.92846125,0
3,47.007847,67.716507,69.685036,12.6,9.5,9.5,2.5336969,0
8,50.984219,68.110222,69.685036,6.6666665,10.5,10.5,1.89712,0
5,47.992119,67.716507,68.110237,6.465517,9.5,10.5,1.866483,0
2,49.015743,61.811012,61.811024,3.4210527,10.5,9.5,1.2299483,1
5,45.984222,67.3228,68.897636,4.3653846,,,1.4737062,0
5,47.007847,66.929123,68.110237,6.810811,11.5,9.5,1.9185112,0
5,50.984219,69.68502,72.047241,7.4418607,9.5,9.5,2.0071208,0
7,42.007851,61.417301,62.992126,7.8947368,9.5,9.5,2.0661962,0
6,49.999981,62.20472,69.685036,5.7119999,9.5,9.5,1.7425692,0
3,42.992088,,63.385826,8.2461538,,,2.1097469,0
2,49.999981,62.992104,63.385826,8,6,9.5,2.0794415,1
4,52.007839,,68.897636,3.3292308,10.5,15,1.2027413,1
3,45.984222,67.3228,70.078743,6.5,9.5,9.5,1.8718022,0
3,,,69.291336,5.0999999,10.5,9.5,1.6292405,0
10,45.984222,63.779522,67.322838,4.6666665,9.5,9.5,1.540445,0
13,,63.779522,66.929131,4.5833335,9.5,9.5,1.5224266,0
4,47.007847,63.385815,63.779526,8.8571424,9.5,9.5,2.1812241,1
6,45.984222,65.354324,66.929131,4.8717947,11.5,12.5,1.5834624,0
5,47.007847,65.354324,66.535431,8.6046515,,,2.152303,0
,47.007847,59.448792,59.842518,4.8684211,,,1.5827696,1
4,,,66.535431,9.6000004,,,2.2617631,0
3,49.015743,,64.173225,11,12.5,11.5,2.3978953,1
3,47.007847,66.929123,68.897636,8.1702127,10.5,11.5,2.1004949,0
3,47.007847,,62.204723,9.4736843,,,2.248518,1
3,50.984219,68.110222,68.897636,9,,,2.1972246,1
7,50.984219,,72.834648,3.909091,,,1.3633049,0
4,47.992119,63.779522,66.141731,6.4864864,11.5,12.5,1.8697211,1
5,,62.992104,64.173225,6.0897436,9.5,9.5,1.8066059,1
6,50.984219,70.866112,72.440948,8.333333,10.5,9.5,2.1202636,0
4,47.007847,64.173195,68.110237,6.0714288,10.5,9.5,1.803594,0
3,,63.385815,63.385826,6.1714287,9.5,9.5,1.8199303,1
3,47.992119,64.960617,67.322838,6.6162162,9.5,9.5,1.8895236,1
6,50.984219,72.047241,73.622047,12.631579,9.5,9.5,2.5362,0
4,49.999981,65.354324,65.748032,2.2222223,10.5,9.5,.79850775,1
6,47.007847,,70.078743,5,9.5,9.5,1.6094379,0
,47.007847,,66.929131,3.95,,,1.3737156,0
5,47.007847,63.385815,67.716537,2.4193549,9.5,9.5,.88350093,0
4,47.992119,68.110222,69.685036,12.5,10.5,10.5,2.5257287,0
3,45.984222,63.779522,67.322838,5.8378377,9.5,9.5,1.7643604,0
3,45.984222,,68.110237,11,,,2.3978953,0
4,44.015713,65.747993,66.929131,15.384615,11.5,,2.7333679,0
5,49.015743,,67.716537,5,9.5,9.5,1.6094379,1
2,47.007847,65.747993,69.685036,4.7619047,10.5,10.5,1.5606477,0
3,47.992119,67.3228,67.716537,7.6500001,10.5,9.5,2.0347056,0
4,49.999981,69.291313,72.440948,10.8,10.5,10.5,2.3795462,0
7,45.984222,,67.322838,5.0999999,,,1.6292405,0
,47.992119,,69.685036,8,,,2.0794415,0
3,49.015743,64.566902,66.141731,4.6666665,9.5,9.5,1.540445,1
2,44.999985,64.960617,68.110237,5.5263157,10.5,10.5,1.7095213,0
9,44.015713,,66.141731,4.8461537,9.5,9.5,1.5781853,0
7,47.007847,66.141708,72.047241,4.1025643,9.5,9.5,1.4116123,0
5,49.015743,70.078728,72.440948,5.2727275,,,1.6625478,0
6,49.015743,,70.866142,7.8571429,9.5,9.5,2.0614231,0
3,49.015743,62.598392,63.385826,77.837837,10.5,9.5,4.3546276,1
7,44.999985,67.3228,68.897636,9.7894735,10.5,9.5,2.2813077,0
3,49.015743,67.3228,68.897636,9.7297297,10.5,10.5,2.2751861,0
3,45.984222,59.448792,61.417324,6.9664869,10.5,9.5,1.9411111,1
,47.992119,65.354324,66.141731,11.842105,9.5,9.5,2.4716613,0
3,50.984219,72.834625,74.015747,12.116571,9.5,9.5,2.4945741,0
3,47.007847,,69.685036,16.333334,,,2.7932081,0
4,52.992115,70.472443,71.653542,5.75,9.5,9.5,1.7491999,0
4,49.015743,64.173195,66.141731,9.6843243,9.5,9.5,2.2705085,1
3,47.007847,66.535416,66.929131,3.4166667,9.5,9.5,1.2286655,0
,45.984222,63.385815,66.141731,5.4239998,9.5,9.5,1.6908336,0
8,49.015743,,68.110237,3,,,1.0986123,0
5,44.999985,,66.535431,6.25,,,1.8325815,0
5,,62.992104,62.992126,8.9473686,9.5,9.5,2.1913595,1
5,47.007847,65.747993,70.472443,5.6172972,9.5,9.5,1.7258506,0
3,49.015743,70.078728,72.440948,10.858286,,,2.3849285,0
7,49.015743,73.62204,74.409447,3.7777777,9.5,10.5,1.3291359,0
3,49.015743,66.929123,66.929131,8.6611109,10.5,10.5,2.158843,0
3,49.999981,69.291313,69.685036,5.2631578,10.5,10.5,1.6607312,1
4,47.992119,69.291313,69.685036,8.1904764,10.5,9.5,2.102972,0
3,47.007847,63.385815,63.779526,4.6799998,12.5,19,1.5432981,1
6,45.984222,,63.779526,9.4339619,,,2.2443161,1
4,47.992119,66.929123,68.503937,7.0394592,10.5,9.5,1.9515314,0
3,49.015743,68.110222,72.047241,4.7272725,9.5,9.5,1.5533484,0
5,47.992119,65.747993,66.141731,4.3589745,11.5,9.5,1.4722369,0
5,47.007847,62.598392,63.779526,5.1866665,9.5,9.5,1.6460912,1
7,45.984222,61.811012,70.866142,4.1025643,9.5,9.5,1.4116123,0
4,47.007847,61.023594,62.204723,8.6486483,10.5,9.5,2.157403,1
,47.992119,64.566902,68.503937,6.521739,9.5,12.5,1.875141,0
5,,,71.259842,4.6153846,,,1.5293952,1
5,49.015743,68.110222,69.291336,7.4666667,13.5,13.5,2.0104487,0
2,,66.535416,67.716537,6.6666665,9.5,9.5,1.89712,0
5,47.007847,65.747993,68.503937,4.96,10.5,10.5,1.6014057,1
5,47.992119,67.3228,68.503937,5.4857144,9.5,9.5,1.7021474,1
3,47.007847,64.173195,64.960632,4.8000002,9.5,9.5,1.5686159,1
4,49.015743,,70.866142,4.8000002,,,1.5686159,0
5,49.999981,,70.472443,7.1052632,9.5,9.5,1.9608358,0
,47.992119,64.173195,68.503937,3.2222223,9.5,9.5,1.1700712,0
3,49.999981,67.3228,70.078743,6.1538463,9.5,9.5,1.8170773,0
6,45.984222,60.23621,67.716537,11.428572,10.5,10.5,2.4361165,0
4,,,69.291336,3.7777777,,,1.3291359,1
3,47.007847,63.779522,67.716537,3.625,10.5,10.5,1.2878543,0
6,45.984222,64.960617,68.897636,7.5,6,9.5,2.0149031,0
3,50.984219,72.047241,75.196854,11.4,11.5,9.5,2.4336133,0
,,,65.354332,7.3513513,,,1.9948841,1
3,47.992119,62.598392,63.779526,6.4864864,9.5,9.5,1.8697211,1
3,49.999981,63.779522,64.173225,3.75,10.5,10.5,1.3217559,1
2,49.015743,64.566902,64.566933,3.5,10.5,9.5,1.2527629,1
3,45.984222,,66.535431,5.8000002,,,1.7578579,0
,47.992119,63.385815,65.748032,4.9831581,9.5,11.5,1.6060638,1
4,44.999985,,66.141731,2.6923077,10.5,10.5,.99039871,1
6,49.999981,68.897636,70.472443,7.1351352,9.5,9.5,1.9650311,0
8,45.984222,,61.811024,3.5368419,,,1.2632343,1
4,47.992119,64.960617,68.110237,7.8571429,11.5,9.5,2.0614231,0
4,49.015743,70.472443,73.228348,10.736842,,,2.3736811,0
2,49.015743,,64.173225,3.5777779,9.5,9.5,1.2747419,0
2,45.984222,66.141708,67.716537,5.2800002,9.5,9.5,1.6639261,0
4,49.015743,68.897636,70.472443,12.727273,10.5,9.5,2.5437472,0
3,45.984222,66.929123,68.110237,6,10.5,9.5,1.7917595,0
4,49.015743,69.291313,71.259842,8,9.5,11.5,2.0794415,0
3,44.015713,61.417301,61.811024,5.4054055,10.5,10.5,1.6873995,1
2,45.984222,66.141708,67.716537,7,,,1.9459101,0
5,44.999985,61.023594,61.811024,3.744,10.5,9.5,1.3201545,1
5,47.007847,65.747993,66.929131,7.1351352,10.5,10.5,1.9650311,0
7,44.999985,64.566902,66.141731,6.6666665,10.5,10.5,1.89712,0
4,50.984219,68.897636,70.078743,9.3999996,9.5,9.5,2.2407095,1
5,,75.98423,77.952759,10.810811,12.5,13.5,2.3805466,0
4,49.015743,67.3228,70.078743,9.6000004,9.5,9.5,2.2617631,0
2,44.999985,62.992104,66.929131,8.5135136,9.5,,2.1416547,0
4,49.999981,70.472443,74.015747,2.5,9.5,9.5,.91629076,0
4,47.992119,68.897636,68.897636,7.4666667,,,2.0104487,0
3,45.984222,59.842499,66.141731,8.5714283,9.5,9.5,2.1484344,0
3,45.984222,61.023594,61.811024,4.3076925,9.5,9.5,1.4604024,1
4,52.007839,68.897636,74.015747,100,9.5,9.5,4.6051702,0
4,,,64.566933,8,10.5,9.5,2.0794415,0
3,49.999981,70.472443,74.409447,3.6666667,9.5,9.5,1.299283,0
3,49.015743,68.897636,73.228348,10.909091,9.5,10.5,2.3895965,0
3,50.984219,70.866112,72.440948,13.68973,10.5,10.5,2.6166458,0
4,52.007839,71.259819,72.047241,4.1666665,10.5,9.5,1.4271163,0
4,47.992119,68.503929,70.866142,5.5641026,9.5,10.5,1.7163358,0
2,47.992119,65.354324,65.354332,6.5454545,9.5,9.5,1.8787708,0
4,47.007847,61.811012,62.992126,5.1351352,10.5,10.5,1.6361061,1
3,37.992126,,54.724411,10.851064,,,2.384263,0
3,49.999981,69.68502,73.228348,9.1859999,9.5,9.5,2.2176805,0
2,44.999985,59.842499,65.354332,8.3999996,9.5,11.5,2.1282318,0
2,50.984219,68.897636,69.685036,5.0133333,9.5,9.5,1.6121011,0
,45.984222,66.141708,66.929131,8.333333,10.5,9.5,2.1202636,0
5,45.984222,61.811012,68.503937,17.777779,10.5,9.5,2.8779492,0
3,47.992119,64.960617,65.354332,7.4021053,12.5,9.5,2.0017645,1
4,45.984222,,68.110237,11.351352,,,2.4293368,0
,,65.747993,66.929131,3.9473684,10.5,9.5,1.3730491,1
4,44.999985,62.992104,66.929131,4.8461537,,,1.5781853,0
4,49.015743,70.866112,72.047241,6.3636365,10.5,9.5,1.8506,0
4,49.015743,65.354324,66.141731,62.5,9.5,11.5,4.1351666,1
5,45.984222,,67.322838,9,9.5,9.5,2.1972246,0
6,49.015743,66.141708,74.015747,5.1999998,,,1.6486586,0
2,49.015743,62.992104,63.385826,2.939394,9.5,8.5,1.0782034,1
5,47.992119,66.141708,69.685036,3.9111111,,,1.3638215,0
4,45.984222,60.23621,62.598427,8.9473686,,,2.1913595,1
5,,,56.692913,56.842106,,,4.0402775,1
9,44.999985,,59.055119,7.5,9.5,9.5,2.0149031,1
3,50.984219,70.866112,74.015747,10,19,19,2.3025851,0
4,49.015743,,71.653542,4.6153846,,,1.5293952,0
2,49.999981,65.747993,66.141731,9.2903223,15,9.5,2.2289732,1
3,47.007847,,70.472443,10.971429,11.5,11.5,2.3952944,0
4,45.984222,,65.748032,11.638889,,,2.4543519,0
,47.992119,,62.992126,11.666667,,,2.4567358,1
6,42.992088,,61.811024,5,,,1.6094379,1
4,49.015743,67.716507,68.897636,11.282051,15,13.5,2.423213,0
6,45.984222,62.598392,68.897636,18.162163,9.5,9.5,2.8993404,0
3,47.992119,,69.685036,4.5473685,,,1.5145488,0
4,52.007839,70.866112,75.196854,9.6000004,9.5,9.5,2.2617631,0
2,49.999981,67.716507,69.685036,7.0270271,,,1.9497638,0
3,,62.598392,62.992126,3.6936843,10.5,10.5,1.3066244,1
4,49.015743,66.929123,68.110237,11.555555,11.5,10.5,2.4471662,0
6,47.992119,67.716507,70.078743,11.891891,9.5,11.5,2.4758568,0
2,49.999981,,68.503937,10.432432,,,2.3449194,0
3,47.992119,,68.110237,7.9967999,10.5,10.5,2.0790415,0
4,44.999985,64.960617,65.748032,6.1909089,10.5,9.5,1.823082,0
2,47.007847,65.747993,68.503937,23,11.5,11.5,3.1354942,0
4,49.999981,,69.685036,4.1500001,,,1.4231083,0
4,49.999981,65.354324,66.141731,9.405405,9.5,9.5,2.2412846,1
3,49.015743,,71.259842,5,10.5,10.5,1.6094379,0
3,50.984219,65.747993,66.929131,8.6486483,9.5,9.5,2.157403,1
,,,60.629921,10.32,,,2.3340838,1
3,52.992115,70.866112,74.015747,7.9487181,,,2.0730107,0
5,49.999981,68.897636,70.472443,5.5,12.5,9.5,1.704748,0
3,47.992119,,62.992126,6.0526314,,,1.8004931,1
3,47.007847,62.20472,62.992126,4.7538095,10.5,9.5,1.5589463,1
5,,64.566902,66.929131,3.8823528,10.5,9.5,1.3564414,1
3,47.007847,66.929123,70.078743,9.375,,,2.2380466,0
5,,66.535416,68.897636,5.8666668,10.5,10.5,1.7692866,1
4,49.999981,64.173195,68.897636,4.1538463,6,6,1.4240347,1
5,47.007847,67.716507,70.472443,7.2249999,9.5,9.5,1.9775472,0
4,42.007851,65.354324,68.110237,7.3257141,11.5,11.5,1.9913906,0
3,50.984219,72.44091,73.228348,8.8888893,9.5,11.5,2.1848021,0
3,49.999981,64.960617,66.141731,6.8000002,11.5,17,1.9169227,1
4,47.007847,67.716507,68.110237,4.5,10.5,9.5,1.5040774,0
4,47.992119,65.747993,67.322838,3.2051282,11.5,11.5,1.1647521,0
,49.999981,62.598392,63.779526,10.27027,9.5,9.5,2.3292534,1
3,45.984222,,66.141731,3.1538463,,,1.1486228,0
5,50.984219,,71.259842,13.777778,,,2.6230569,0
4,47.007847,65.354324,69.291336,8.4210529,10.5,9.5,2.1307349,0
3,52.992115,71.653534,73.622047,5.7894735,10.5,11.5,1.7560414,0
5,,66.141708,68.503937,7.5609756,8.5,10.5,2.0230002,0
2,49.015743,68.897636,69.685036,7.1999998,9.5,9.5,1.974081,0
,49.015743,,69.291336,7.3684211,,,1.9972035,0
6,47.007847,,65.354332,6.7317071,10.5,10.5,1.9068288,0
2,47.007847,66.141708,67.322838,12,10.5,11.5,2.4849067,0
4,49.015743,70.866112,72.834648,8.6309528,10.5,9.5,2.155355,0
3,49.015743,67.716507,72.047241,6.9767442,9.5,9.5,1.9425824,0
2,47.992119,,68.503937,1.945946,9.5,9.5,.66574824,0
,47.992119,,72.047241,3.2,,,1.1631508,0
3,,,59.448818,3.2368422,9.5,9.5,1.1745982,1
,49.999981,65.747993,70.866142,4.090909,9.5,9.5,1.4087672,0
2,54.015739,72.834625,75.196854,7.7777777,10.5,12.5,2.0512707,0
5,49.999981,66.929123,70.078743,11.5,10.5,10.5,2.442347,0
3,49.015743,68.110222,72.440948,14.285714,9.5,11.5,2.65926,0
4,49.015743,,63.779526,4.9047618,,,1.5902065,1
6,44.999985,64.566902,69.685036,3.0681818,9.5,9.5,1.1210852,0
5,47.992119,66.929123,68.110237,4.6666665,9.5,9.5,1.540445,0
,,68.897636,69.685036,4.5833335,11.5,11.5,1.5224266,0
3,49.999981,,66.929131,5.0945945,9.5,9.5,1.62818,1
4,,65.354324,67.322838,8.3999996,11.5,13.5,2.1282318,0
5,44.015713,,67.322838,3.7435896,,,1.320045,0
3,,72.44091,74.803146,9.333333,12.5,9.5,2.2335923,0
4,50.984219,64.960617,65.354332,4.8648648,9.5,9.5,1.5820389,1
3,44.015713,57.873989,64.960632,3.8461537,9.5,,1.3470737,0
